email,nickname,pid,event_signup_id,event_signup_form_id,verify_code_id,start_time,addRespTime,queryRespTime,error
batch1001@batch.com.tw,測一零零一,272824,8ef63a84-9cdd-48e0-abd8-848a84af2eb2,N/A,20250423 17:22:36,166.696,N/A,add API validation failed: 活動不是發佈狀態
batch3501@batch.com.tw,測三五零一,275324,8aa32823-6acf-4728-9f13-b1ae363115b3,N/A,20250423 17:22:36,173.165,N/A,add API validation failed: 活動不是發佈狀態
batch0001@batch.com.tw,測零零零一,270715,ca2f36c7-a757-42bf-b330-57b8cd4c1f10,N/A,20250423 17:22:36,165.5,N/A,add API validation failed: 活動不是發佈狀態
batch3001@batch.com.tw,測三零零一,274824,facd50ce-761a-4735-bdb1-efe6b2106e58,N/A,20250423 17:22:36,176.884,N/A,add API validation failed: 活動不是發佈狀態
batch2501@batch.com.tw,測二五零一,274324,3fb4d5e3-1a97-496b-8581-8b2547c46caf,N/A,20250423 17:22:36,181.875,N/A,add API validation failed: 活動不是發佈狀態
batch2001@batch.com.tw,測二零零一,273824,c9ffa962-7b97-4410-9850-fb6dc6b11240,N/A,20250423 17:22:36,177.461,N/A,add API validation failed: 活動不是發佈狀態
batch4001@batch.com.tw,測四零零一,275824,3c028167-791a-4d5f-86c5-c1cc81d45918,N/A,20250423 17:22:36,176.069,N/A,add API validation failed: 活動不是發佈狀態
batch4501@batch.com.tw,測四五零一,276324,694ed1ef-d5d1-4322-8792-91107e078565,N/A,20250423 17:22:36,175.256,N/A,add API validation failed: 活動不是發佈狀態
batch1501@batch.com.tw,測一五零一,273324,997f7369-1549-4de2-99b1-304c9c1a901e,N/A,20250423 17:22:36,177.354,N/A,add API validation failed: 活動不是發佈狀態
batch1002@batch.com.tw,測一零零二,272825,e0d8768d-b2ba-41f2-a500-0a8b7bc54add,N/A,20250423 17:22:37,107.297,N/A,add API validation failed: 活動不是發佈狀態
batch3502@batch.com.tw,測三五零二,275325,966fc43e-b567-4aa2-8a84-f3528f2b16e5,N/A,20250423 17:22:37,99.838,N/A,add API validation failed: 活動不是發佈狀態
batch2502@batch.com.tw,測二五零二,274325,9cd0f3d4-94b4-4cea-9db2-d223eed0ee87,N/A,20250423 17:22:37,99.768,N/A,add API validation failed: 活動不是發佈狀態
batch0002@batch.com.tw,測零零零二,276833,d114035d-87f3-4184-9df0-8a4775cbe1e4,N/A,20250423 17:22:37,101.397,N/A,add API validation failed: 活動不是發佈狀態
batch1502@batch.com.tw,測一五零二,273325,27d638f7-f9ef-4e19-ae48-622e663d678b,N/A,20250423 17:22:37,91.321,N/A,add API validation failed: 活動不是發佈狀態
batch4002@batch.com.tw,測四零零二,275825,b9e5091c-c44d-4550-8384-29822308a0a0,N/A,20250423 17:22:37,114.186,N/A,add API validation failed: 活動不是發佈狀態
batch3002@batch.com.tw,測三零零二,274825,f64f7124-602c-4217-9f03-c20da369e2db,N/A,20250423 17:22:37,114.719,N/A,add API validation failed: 活動不是發佈狀態
batch2002@batch.com.tw,測二零零二,273825,1901c0e4-ea64-4e0b-b79c-e18d5305d395,N/A,20250423 17:22:37,114.253,N/A,add API validation failed: 活動不是發佈狀態
batch4502@batch.com.tw,測四五零二,276325,54096b1b-a3c5-4fc3-ac18-100ccc8e413a,N/A,20250423 17:22:37,113.634,N/A,add API validation failed: 活動不是發佈狀態
batch1503@batch.com.tw,測一五零三,273326,38d99c32-14c0-467b-8010-28e757b183d1,N/A,20250423 17:22:37,115.185,N/A,add API validation failed: 活動不是發佈狀態
batch3003@batch.com.tw,測三零零三,274826,04d9c5d3-e5e5-4e83-8842-3ee9e4753921,N/A,20250423 17:22:37,103.315,N/A,add API validation failed: 活動不是發佈狀態
batch4503@batch.com.tw,測四五零三,276326,dc645c0b-5181-4e86-9c1e-ad434a7815ef,N/A,20250423 17:22:37,103.462,N/A,add API validation failed: 活動不是發佈狀態
batch2003@batch.com.tw,測二零零三,273826,581a884f-d5ea-4c6d-9941-8274ab8a1569,N/A,20250423 17:22:37,103.142,N/A,add API validation failed: 活動不是發佈狀態
batch1003@batch.com.tw,測一零零三,272826,47ac9d3f-a297-447b-940e-79f8467be443,N/A,20250423 17:22:37,168.511,N/A,add API validation failed: 活動不是發佈狀態
batch3503@batch.com.tw,測三五零三,275326,a1713b05-3944-468b-8841-99fc3959ef75,N/A,20250423 17:22:37,168.55,N/A,add API validation failed: 活動不是發佈狀態
batch2503@batch.com.tw,測二五零三,274326,9d19440f-a8bb-44e2-be2e-a8b808428f85,N/A,20250423 17:22:37,168.282,N/A,add API validation failed: 活動不是發佈狀態
batch0003@batch.com.tw,測零零零三,271826,8d85ebf4-e927-4a9b-9a40-dcdb91521fd0,N/A,20250423 17:22:37,168.015,N/A,add API validation failed: 活動不是發佈狀態
batch4003@batch.com.tw,測四零零三,275826,495b420c-1fe1-4f9a-8deb-d3780a36d695,N/A,20250423 17:22:37,154.757,N/A,add API validation failed: 活動不是發佈狀態
batch1504@batch.com.tw,測一五零四,273327,c9b6398e-eceb-4d5d-a65f-fefe9945787e,N/A,20250423 17:22:37,105.21,N/A,add API validation failed: 活動不是發佈狀態
batch3004@batch.com.tw,測三零零四,274827,9af343e3-26f5-42c0-85af-5a5defcda747,N/A,20250423 17:22:37,104.668,N/A,add API validation failed: 活動不是發佈狀態
batch2004@batch.com.tw,測二零零四,273827,a5d00f8c-1af8-477d-a269-fc63e4aca8a8,N/A,20250423 17:22:37,103.837,N/A,add API validation failed: 活動不是發佈狀態
batch4504@batch.com.tw,測四五零四,276327,4d7b8124-bb51-446c-b1ea-d945afdb44d8,N/A,20250423 17:22:37,103.952,N/A,add API validation failed: 活動不是發佈狀態
batch0501@batch.com.tw,測零五零一,272324,682b5af4-d5be-4b8a-adaf-0e325671244a,N/A,20250423 17:22:36,509.33,N/A,add API validation failed: 活動不是發佈狀態
batch1004@batch.com.tw,測一零零四,272827,17c0c628-afac-4e21-a46f-9afa443607d2,N/A,20250423 17:22:37,155.177,N/A,add API validation failed: 活動不是發佈狀態
batch3504@batch.com.tw,測三五零四,275327,e3b68427-9f9f-494c-9b0e-5687a1aa083b,N/A,20250423 17:22:37,153.892,N/A,add API validation failed: 活動不是發佈狀態
batch0004@batch.com.tw,測零零零四,271827,2cb9a85e-1291-4eae-855f-90a04254878b,N/A,20250423 17:22:37,153.277,N/A,add API validation failed: 活動不是發佈狀態
batch4004@batch.com.tw,測四零零四,275827,c2240146-bf6e-471c-9936-589e457cb653,N/A,20250423 17:22:37,150.779,N/A,add API validation failed: 活動不是發佈狀態
